\fixlen = T
\RowsRetrieved = 9667
\ORIGIN = IPAC Infrared Science Archive (IRSA), Caltech/JPL
\SIMULATED_TABLE = n
\DATETIME = 2022-06-21 03:09:16
\DataTag = ADS/IRSA.Gator#2022/0621/030916_11866
\DATABASE = ZTF DR11 Objects (ztf_objects_dr11)
\EQUINOX = J2000
\SKYAREA = within 225 arcsec of  ra=5.07208 dec=+59.30389 Eq J2000 
\StatusFile = /workspace/TMP_wibCZC_6485/Gator/irsa/11866/log.11866.html
\SQL = 'WHERE (no constraints)
\SQL = SELECT (23 column names follow in next row.)
\ 
\ 
\ oid
\ ___ Unique object identifier
\ ra (deg)
\ ___ Object Right Ascension
\ dec (deg)
\ ___ Object Declination
\ field
\ ___ Field identifier
\ ccdid
\ ___ CCD identifier (1-16)
\ qid
\ ___ Quadrant (1-4)
\ filtercode
\ ___ Filter code (zg, zr, zi)
\ ngoodobs
\ ___ Number of epochal detections that were not flagged or masked due to bad pixels
\ ngoodobsrel
\ ___ Number of epochal detections in this release not associated with bad pixels
\ nobs
\ ___ Total number of epochal detections (observation epochs) in the lightcurve
\ nobsrel
\ ___ Total number of epochal detections that are in this release
\ refmag (mag)
\ ___ Object magnitude from reference image if detected (not transient)
\ refmagerr (mag)
\ ___ Error in refMag
\ astrometricrms (deg)
\ ___ Root Mean Squared deviation in epochal positions relative to object RA,Dec
\ chisq
\ ___ Chi-square metric using nobs detections
\ magrms (mag)
\ ___ Root Mean Squared deviation over nobs magnitudes
\ maxmag (mag)
\ ___ Maximum magnitude over nobs detections
\ medianabsdev (mag)
\ ___ Median absolute deviation in magnitudes over nobs detections
\ medianmag (mag)
\ ___ Median magnitude over nobs detections
\ medmagerr (mag)
\ ___ Median of magerr values over nobs detections
\ minmag (mag)
\ ___ Minimum magnitude over nobs detections
\ dist (arcsec)
\ ___ Distance between the target position and each source in arcsec.
\ angle (deg)
\ ___ Position Angle in degree.
\ 
\
|oid             |ra       |dec       |field|ccdid|qid |filtercode|ngoodobs|ngoodobsrel|nobs|nobsrel|refmag      |refmagerr   |astrometricrms|chisq       |magrms      |maxmag      |medianabsdev|medianmag   |medmagerr   |minmag      |dist      |angle     |
|long            |double   |double    |int  |int  |int |char      |int     |int        |int |int    |double      |double      |double        |double      |double      |double      |double      |double      |double      |double      |double    |double    |
|                |deg      |deg       |     |     |    |          |        |           |    |       |mag         |mag         |deg           |            |mag         |mag         |mag         |mag         |mag         |mag         |arcsec    |deg       |
|null            |null     |null      |null |null |null|null      |null    |null       |null|null   |null        |null        |null          |null        |null        |null        |null        |null        |null        |null        |null      |null      |
  806203100063304 5.0670590 59.3003483   806     3    1 zr              364         360  373     368 2.031900E+01 7.900000E-02   3.006327E-06 1.316074E+00 2.119235E-01 2.099407E+01 1.250143E-01 2.040308E+01 1.408326E-01 1.962772E+01  15.739052 215.896990 
  806203100065942 5.0771548 59.3003491   806     3    1 zr              534         528  550     544 2.006200E+01 5.800000E-02   1.024343E-06 1.107599E+00 1.526829E-01 2.042989E+01 8.435440E-02 2.005774E+01 1.129143E-01 1.936842E+01  15.794901 143.806304 
  806303100094215 5.0701349 59.2996101   806     3    1 zi                5           3    8       5 2.174700E+01 2.540000E-01   2.054323E-06 5.501042E-01 1.978643E-01 2.116380E+01 6.414795E-02 2.109965E+01 1.728868E-01 2.071021E+01  15.816912 193.063266 
 1809211300062012 5.0706308 59.2995578  1809    11    3 zr                3           3    3       3 2.212400E+01 3.050000E-01   3.626178E-06 0.000000E+00 2.282732E-01 2.114277E+01 0.000000E+00 2.105574E+01 1.896780E-01 2.071112E+01  15.821712 189.691946 
  806103100036257 5.0770681 59.3003040   806     3    1 zg              149         142  177     169 2.076100E+01 6.100000E-02   1.361569E-06 1.036279E+00 1.606126E-01 2.106307E+01 1.007500E-01 2.071109E+01 1.441425E-01 2.013188E+01  15.833440 144.618619 
 1809111300050036 5.0771844 59.3003279  1809    11    3 zg               25          25   26      26 2.069700E+01 6.700000E-02   1.816728E-06 9.577226E-01 1.762744E-01 2.097426E+01 1.040154E-01 2.064796E+01 1.610207E-01 2.023741E+01  15.888619 143.810475 
  806203100043705 5.0806519 59.3032396   806     3    1 zr              581         574  602     594 2.024500E+01 7.800000E-02   1.804286E-06 1.088051E+00 1.564226E-01 2.070563E+01 9.491158E-02 2.026674E+01 1.293284E-01 1.946441E+01  15.926169  98.450493 
  806103100029880 5.0806434 59.3032061   806     3    1 zg              169         164  197     191 2.095900E+01 8.600000E-02   1.875825E-06 1.159529E+00 1.917056E-01 2.141489E+01 1.221313E-01 2.089898E+01 1.561599E-01 2.021062E+01  15.928920  98.887838 
 1809111300042639 5.0673211 59.3001741  1809    11    3 zg                5           5    5       5 2.168600E+01 1.080000E-01   3.151767E-06 8.875467E-01 1.786509E-01 2.150637E+01 1.246853E-01 2.133085E+01 2.082802E-01 2.102477E+01  15.982652 213.178944 
 1809211300066719 5.0772177 59.3003075  1809    11    3 zr               62          62   63      63 2.006100E+01 4.900000E-02   9.034476E-07 9.047104E-01 1.356310E-01 2.039965E+01 6.593132E-02 2.004803E+01 1.080454E-01 1.961044E+01  15.984029 143.788826 
 1809111300004976 5.0806827 59.3031951  1809    11    3 zg               20          20   20      20 2.095700E+01 1.000000E-01   2.365222E-06 1.266601E+00 2.118935E-01 2.129349E+01 1.548519E-01 2.095168E+01 1.812595E-01 2.051838E+01  16.006424  98.987907 
  806303100095423 5.0806933 59.3032296   806     3    1 zi               36          32   41      36 1.990400E+01 9.500000E-02   1.998733E-06 9.336003E-01 1.750327E-01 2.044169E+01 5.648994E-02 1.988516E+01 8.970862E-02 1.968269E+01  16.006739  98.537896 
  806103100036255 5.0668564 59.3003302   806     3    1 zg               29          28   33      32 2.134400E+01 1.300000E-01   2.984174E-06 1.011170E+00 2.148769E-01 2.165484E+01 1.224174E-01 2.127952E+01 1.794913E-01 2.075586E+01  16.012313 216.839749 
 1809211300061981 5.0806992 59.3032097  1809    11    3 zr               62          62   65      65 2.023600E+01 9.700000E-02   1.967290E-06 1.620139E+00 1.680601E-01 2.059607E+01 1.355753E-01 2.026111E+01 1.240658E-01 1.991050E+01  16.028256  98.785384 
  806303100095426 5.0772127 59.3002647   806     3    1 zi               28          26   29      27 2.013600E+01 1.060000E-01   6.192988E-07 9.971010E-01 1.161658E-01 2.030596E+01 6.909561E-02 2.008009E+01 1.027390E-01 1.980748E+01  16.103227 144.139046 
  806303100082362 5.0810074 59.3043050   806     3    1 zi               11           9   12       9 2.110000E+01 2.140000E-01   8.088385E-07 5.342532E-01 1.221469E-01 2.112683E+01 5.760956E-02 2.085131E+01 1.598716E-01 2.074238E+01  16.474062  84.792973 
  806303100093073 5.0755842 59.3081072   806     3    1 zi                9           6    9       6 2.111300E+01 1.050000E-01   1.206684E-06 7.106640E-01 1.668741E-01 2.108869E+01 7.294464E-02 2.074507E+01 1.521784E-01 2.063665E+01  16.491115  22.982764 
 1809111300047905 5.0750597 59.3082112  1809    11    3 zg                0           0    0       0 2.205800E+01 1.270000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00  16.491848  19.389982 
  806203100056975 5.0753239 59.3081667   806     3    1 zr               73          73   73      73 2.147600E+01 1.940000E-01   2.696523E-06 1.223518E+00 2.505844E-01 2.198536E+01 1.707916E-01 2.128866E+01 2.069571E-01 2.059315E+01  16.509847  21.164058 
 1809111300053258 5.0692137 59.3082575  1809    11    3 zg               17          17   17      17 2.065500E+01 8.300000E-02   1.461278E-06 2.518497E+00 2.950891E-01 2.056301E+01 2.273903E-01 2.032211E+01 1.338611E-01 1.956907E+01  16.581797 341.480437 
 1809211300076991 5.0691277 59.3082536  1809    11    3 zr               46          46   49      49 1.999000E+01 9.500000E-02   1.131621E-06 2.425575E+00 2.409711E-01 1.995737E+01 1.319437E-01 1.965842E+01 8.064882E-02 1.889554E+01  16.619401 340.948476 
  806303100088494 5.0691811 59.3083138   806     3    1 zi               26          24   28      25 1.957300E+01 5.600000E-02   1.218335E-06 2.331027E+00 2.050641E-01 2.005293E+01 1.120386E-01 1.953449E+01 7.125977E-02 1.912978E+01  16.793010 341.506318 
  806203100066817 5.0690773 59.3083070   806     3    1 zr              358         353  382     377 1.980800E+01 7.600000E-02   1.250265E-06 2.523914E+00 2.741448E-01 2.037870E+01 1.468163E-01 1.968067E+01 8.624296E-02 1.859525E+01  16.831360 340.864130 
 1809211300066670 5.0751317 59.3083225  1809    11    3 zr                7           7    7       7 2.139100E+01 1.450000E-01   3.714149E-06 1.185191E+00 2.756084E-01 2.147473E+01 1.471901E-01 2.098189E+01 1.841257E-01 2.058252E+01  16.913727  19.362046 
  806303100088594 5.0686285 59.2994090   806     3    1 zi                6           4    6       4 2.178900E+01 2.790000E-01   2.368925E-06 1.500306E+00 3.143447E-01 2.142580E+01 1.580038E-01 2.080349E+01 1.561391E-01 2.061296E+01  17.333988 201.467612 
  806303100096308 5.0798987 59.3011642   806     3    1 zi                7           6    8       6 2.041900E+01 1.520000E-01   3.186615E-06 1.591081E+00 1.887463E-01 2.070480E+01 1.256599E-01 2.032082E+01 1.170924E-01 2.016696E+01  17.400309 124.325951 
  806103100048080 5.0763001 59.2995570   806     3    1 zg              232         225  283     275 2.058600E+01 3.700000E-02   1.524197E-06 1.157979E+00 1.662077E-01 2.078293E+01 1.009808E-01 2.046384E+01 1.292892E-01 1.986170E+01  17.420604 153.560927 
  806203100060438 5.0762513 59.2995250   806     3    1 zr              784         775  845     835 1.952100E+01 3.700000E-02   1.003031E-06 1.133322E+00 1.100000E-01 1.995245E+01 6.078053E-02 1.955205E+01 7.951245E-02 1.900298E+01  17.484323 153.992184 
  806303100082419 5.0762300 59.2995098   806     3    1 zi               39          35   43      38 1.892500E+01 4.100000E-02   5.241145E-07 8.660275E-01 4.794629E-02 1.902896E+01 2.631378E-02 1.893965E+01 4.504801E-02 1.881919E+01  17.516439 154.185750 
 1809211300070245 5.0762709 59.2995140  1809    11    3 zr               74          74   80      80 1.953800E+01 4.000000E-02   6.711647E-07 1.323238E+00 1.031931E-01 1.991897E+01 6.737709E-02 1.955771E+01 7.549155E-02 1.933240E+01  17.535715 153.943123 
 1809111300045857 5.0763634 59.2995120  1809    11    3 zg               30          30   31      31 2.050400E+01 4.500000E-02   1.531594E-06 8.503159E-01 1.519434E-01 2.082064E+01 8.575439E-02 2.050781E+01 1.495203E-01 2.021863E+01  17.617489 153.456667 
 1809211300062014 5.0685790 59.2993240  1809    11    3 zr                5           5    5       5 2.133000E+01 1.220000E-01   2.263890E-06 1.150697E+00 4.637202E-01 2.105268E+01 1.376419E-01 2.089168E+01 1.773429E-01 1.989511E+01  17.652078 201.378990 
 1809211300076075 5.0643994 59.3007975  1809    11    3 zr               20          20   20      20 2.076600E+01 1.190000E-01   2.690141E-06 1.238461E+00 2.426055E-01 2.090559E+01 1.271658E-01 2.055772E+01 1.522341E-01 1.982973E+01  17.977609 231.740433 
  806103100036246 5.0802724 59.3011570   806     3    1 zg               13          13   14      14 2.149600E+01 1.080000E-01   4.111746E-06 1.915999E+00 3.320525E-01 2.160929E+01 2.196941E-01 2.109070E+01 1.699994E-01 2.038677E+01  17.985811 123.160058 
 1809111300050033 5.0639313 59.3010545  1809    11    3 zg                0           0    0       0 2.211800E+01 1.270000E-01  6.932611E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00  18.123888 235.724483 
  806103100042687 5.0693889 59.3087403   806     3    1 zg              244         237  300     292 1.994800E+01 9.100000E-02   1.593073E-06 1.752216E+00 2.094913E-01 2.042414E+01 1.192045E-01 2.006588E+01 1.008623E-01 1.875900E+01  18.147846 344.188357 
  806303100096019 5.0642804 59.3007570   806     3    1 zi               35          31   39      34 1.974800E+01 1.020000E-01   1.545065E-06 1.703023E+00 1.292237E-01 2.003472E+01 9.578896E-02 1.978086E+01 8.339093E-02 1.951769E+01  18.239637 231.806331 
 1809211300076767 5.0662924 59.3080617  1809    11    3 zr                1           1    1       1 2.231300E+01 1.980000E-01   0.000000E+00 0.000000E+00         null 2.092837E+01 0.000000E+00 2.092837E+01 1.801015E-01 2.092837E+01  18.402644 324.697266 
 1809211300076069 5.0695404 59.3088520  1809    11    3 zr               67          67   71      71 1.927600E+01 1.090000E-01   1.218297E-06 2.299473E+00 1.821992E-01 1.988911E+01 1.111641E-01 1.950174E+01 7.167378E-02 1.889554E+01  18.462743 345.359709 
 1809111300047902 5.0694621 59.3088523  1809    11    3 zg               36          36   37      37 1.998300E+01 9.100000E-02   1.657335E-06 1.519337E+00 2.257477E-01 2.049007E+01 1.168823E-01 2.005874E+01 1.140562E-01 1.938973E+01  18.500679 344.929449 
 1809111300053391 5.0677057 59.3085644  1809    11    3 zg                2           2    2       2 2.145100E+01 1.110000E-01   3.507829E-06 0.000000E+00 1.130399E-01 2.154301E+01 0.000000E+00 2.146308E+01 2.177032E-01 2.138315E+01  18.649138 334.469091 
  806203100066749 5.0696305 59.3089227   806     3    1 zr              629         624  658     652 1.939000E+01 7.400000E-02   1.480849E-06 2.380549E+00 2.404983E-01 1.997866E+01 1.218815E-01 1.949642E+01 7.590748E-02 1.798474E+01  18.668497 346.048799 
  806303100088493 5.0694245 59.3089041   806     3    1 zi               28          24   31      27 1.966300E+01 6.400000E-02   6.411221E-07 1.848008E+00 1.315361E-01 1.974160E+01 8.499813E-02 1.950809E+01 6.819140E-02 1.920102E+01  18.698719 344.873624 
 1809111300037263 5.0763902 59.3086110  1809    11    3 zg                0           0    0       0 2.268800E+01 2.580000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00  18.750591  24.985179 
 1809211300074723 5.0675659 59.3085767  1809    11    3 zr               12          12   12      12 2.067800E+01 7.000000E-02   2.074176E-06 1.639349E+00 2.476834E-01 2.088683E+01 1.792583E-01 2.068918E+01 1.621183E-01 2.015494E+01  18.801027 333.820868 
  806303100073621 5.0674567 59.3085491   806     3    1 zi               21          19   25      22 2.055700E+01 8.200000E-02   1.471444E-06 1.013306E+00 1.557232E-01 2.080365E+01 9.345627E-02 2.051731E+01 1.367388E-01 2.015783E+01  18.801732 333.138527 
  806303100088500 5.0768584 59.3086214   806     3    1 zi                7           6    8       7 2.168100E+01 1.970000E-01   1.662730E-06 9.691133E-01 1.282845E-01 2.119107E+01 1.125221E-01 2.098330E+01 1.721422E-01 2.082101E+01  19.163196  27.269940 
 1809211300073390 5.0766377 59.3086793  1809    11    3 zr                5           5    5       5 2.175900E+01 1.100000E-01   1.611502E-06 2.773632E-01 7.827686E-02 2.116549E+01 3.538132E-02 2.104839E+01 1.891251E-01 2.101300E+01  19.168053  25.906873 
 1809111300053021 5.0819351 59.3020925  1809    11    3 zg                1           1    2       2 2.174200E+01 1.120000E-01   0.000000E+00 0.000000E+00         null 2.172266E+01 0.000000E+00 2.172266E+01 2.314148E-01 2.172266E+01  19.232917 109.656768 
 1809211300073408 5.0631281 59.3010776  1809    11    3 zr                9           9    9       9 2.108900E+01 1.340000E-01   3.823391E-06 1.058932E+00 2.793797E-01 2.088894E+01 1.155262E-01 2.068424E+01 1.617471E-01 2.007037E+01  19.317766 238.395482 
  806203100052137 5.0819464 59.3019949   806     3    1 zr              369         363  380     374 2.045900E+01 6.800000E-02   1.734281E-06 1.176354E+00 1.900887E-01 2.136352E+01 1.191883E-01 2.051328E+01 1.502172E-01 1.982063E+01  19.373421 110.614664 
 1809111300042644 5.0663205 59.2993449  1809    11    3 zg                1           1    1       1 2.208900E+01 1.190000E-01   0.000000E+00 0.000000E+00         null 2.149788E+01 0.000000E+00 2.149788E+01 2.201830E-01 2.149788E+01  19.487770 212.902255 
  806303100082394 5.0819718 59.3019131   806     3    1 zi               35          32   40      36 1.940800E+01 6.400000E-02   6.359606E-07 1.006181E+00 7.440618E-02 1.962554E+01 4.491997E-02 1.946882E+01 6.618922E-02 1.930748E+01  19.522554 111.375302 
 1809211300076580 5.0659770 59.2994000  1809    11    3 zr                5           5    5       5 2.127500E+01 1.230000E-01   2.893571E-06 1.081952E+00 1.498330E-01 2.102483E+01 1.241837E-01 2.079626E+01 1.701690E-01 2.067208E+01  19.674466 214.760109 
  806203100052152 5.0778413 59.2992727   806     3    1 zr              118         117  120     119 2.078000E+01 8.600000E-02   2.222639E-06 1.162782E+00 2.356743E-01 2.146400E+01 1.410618E-01 2.092166E+01 1.798602E-01 1.993910E+01  19.708294 147.500086 
 1809211300054453 5.0820717 59.3018951  1809    11    3 zr               37          37   39      39 2.048000E+01 8.100000E-02   1.523238E-06 1.084226E+00 1.493509E-01 2.082375E+01 1.066036E-01 2.048819E+01 1.457727E-01 2.022851E+01  19.717144 111.356110 
  806303100062225 5.0617100 59.3024605   806     3    1 zi               21          18   24      20 2.061600E+01 1.120000E-01   2.667793E-06 8.795846E-01 2.294106E-01 2.108407E+01 8.612061E-02 2.064028E+01 1.451622E-01 2.012454E+01  19.740402 254.893226 
  806203100066243 5.0768466 59.3088088   806     3    1 zr               62          61   62      61 2.144300E+01 1.930000E-01   2.038592E-06 1.305142E+00 2.811546E-01 2.194016E+01 1.861811E-01 2.135088E+01 2.114958E-01 2.063560E+01  19.755627  26.317394 
  806303100073791 5.0659212 59.2993728   806     3    1 zi               18          15   22      18 2.072700E+01 9.200000E-02   9.019759E-07 1.057554E+00 2.121689E-01 2.080107E+01 9.908581E-02 2.054934E+01 1.389098E-01 2.001122E+01  19.813404 214.842357 
 1809211300061985 5.0616302 59.3025103  1809    11    3 zr                1           1    1       1 2.228400E+01 2.080000E-01   0.000000E+00 0.000000E+00         null 2.146905E+01 0.000000E+00 2.146905E+01 2.207526E-01 2.146905E+01  19.836361 255.503622 
  806103100048930 5.0821680 59.3019222   806     3    1 zg               33          33   34      34 2.179000E+01 1.660000E-01   3.448765E-06 1.483510E+00 2.801108E-01 2.193633E+01 1.835918E-01 2.134858E+01 1.834792E-01 2.061516E+01  19.847033 110.907682 
  806303100088601 5.0779302 59.2992558   806     3    1 zi               16          12   20      15 2.053200E+01 1.350000E-01   1.235673E-06 1.021262E+00 1.602429E-01 2.077022E+01 8.376503E-02 2.034217E+01 1.216045E-01 2.020992E+01  19.847668 147.196594 
  806103100048932 5.0777641 59.2991838   806     3    1 zg                4           4    4       4 2.174600E+01 1.570000E-01   3.064203E-06 1.204400E+00 5.259265E-01 2.216949E+01 1.420822E-01 2.120368E+01 1.749013E-01 2.103238E+01  19.904135 148.339546 
 1809211300076079 5.0779217 59.2992307  1809    11    3 zr               12          12   13      13 2.104200E+01 1.340000E-01   2.296069E-06 7.379528E-01 1.598057E-01 2.121358E+01 8.523369E-02 2.081726E+01 1.712406E-01 2.061595E+01  19.915257 147.375194 
  806103100029808 5.0769808 59.3089907   806     3    1 zg                6           6    7       7 2.257300E+01 2.980000E-01   2.706543E-06 6.596457E-01 1.350398E-01 2.211998E+01 9.792995E-02 2.197271E+01 2.201045E-01 2.177930E+01  20.452030  26.123143 
  806303100062120 5.0815013 59.3069297   806     3    1 zi               41          37   45      40 1.976300E+01 7.100000E-02   4.845479E-07 1.444472E+00 1.313861E-01 2.020469E+01 7.870865E-02 1.974360E+01 8.078624E-02 1.948044E+01  20.481534  57.700702 
 1809211300042458 5.0814921 59.3069549  1809    11    3 zr               57          57   60      60 2.038800E+01 1.120000E-01   5.905304E-07 1.315020E+00 1.893009E-01 2.076853E+01 1.143246E-01 2.030031E+01 1.288935E-01 1.992560E+01  20.515887  57.461304 
  806203100056985 5.0814856 59.3069781   806     3    1 zr              576         569  592     585 2.033200E+01 8.500000E-02   7.835404E-07 1.204306E+00 1.691610E-01 2.111001E+01 1.095619E-01 2.033049E+01 1.348798E-01 1.993550E+01  20.550873  57.247076 
  806103100036195 5.0814885 59.3069786   806     3    1 zg              114         109  122     116 2.144700E+01 1.200000E-01   1.173406E-06 1.168980E+00 2.159872E-01 2.189417E+01 1.381302E-01 2.119101E+01 1.751885E-01 2.056077E+01  20.556329  57.250890 
 1809111300037283 5.0815834 59.3069593  1809    11    3 zg               16          16   17      17 2.126600E+01 1.260000E-01   1.300422E-06 8.529986E-01 2.352489E-01 2.139439E+01 1.114292E-01 2.111846E+01 1.936755E-01 2.065255E+01  20.665996  57.674407 
  806303100062181 5.0833721 59.3043074   806     3    1 zi               40          36   45      40 1.858500E+01 4.300000E-02   1.989991E-07 1.145640E+00 4.343666E-02 1.865493E+01 2.656937E-02 1.856034E+01 3.438404E-02 1.847889E+01  20.806197  85.853593 
  806303100095414 5.0729042 59.3096587   806     3    1 zi               26          24   29      26 1.983900E+01 1.250000E-01   2.401005E-06 1.187721E+00 1.483387E-01 2.033380E+01 7.353592E-02 1.991823E+01 9.179293E-02 1.968631E+01  20.822474   4.170787 
  806103100040240 5.0834070 59.3043200   806     3    1 zg              227         220  272     264 2.043400E+01 6.500000E-02   1.194033E-06 1.032342E+00 1.625664E-01 2.093447E+01 9.144592E-02 2.047761E+01 1.313302E-01 1.991490E+01  20.873478  85.742108 
 1809211300042496 5.0834110 59.3043039  1809    11    3 zr               76          76   84      84 1.923900E+01 3.200000E-02   4.278791E-07 1.181252E+00 7.871985E-02 1.945577E+01 4.777241E-02 1.924210E+01 5.995958E-02 1.908693E+01  20.876597  85.902236 
  806203100043683 5.0834232 59.3043358   806     3    1 zr              806         797  888     877 1.924600E+01 2.700000E-02   6.882516E-07 1.201275E+00 9.660772E-02 1.965938E+01 5.211163E-02 1.925283E+01 6.431559E-02 1.893200E+01  20.907452  85.592703 
 1809111300004945 5.0834365 59.3042910  1809    11    3 zg               35          35   36      36 2.044500E+01 4.900000E-02   1.110857E-06 7.889571E-01 1.648698E-01 2.083780E+01 7.774162E-02 2.047041E+01 1.460913E-01 2.013436E+01  20.920088  86.038252 
 1809111300045824 5.0772252 59.3091209  1809    11    3 zg                1           1    1       1 2.309400E+01 2.850000E-01   0.000000E+00 0.000000E+00         null 2.201394E+01 0.000000E+00 2.201394E+01 2.569580E-01 2.201394E+01  21.071533  26.658212 
 1809211300076579 5.0616178 59.3014576  1809    11    3 zr                5           5    5       5 2.122600E+01 9.100000E-02   5.346489E-06 1.275068E+00 2.196472E-01 2.117916E+01 1.456985E-01 2.078620E+01 1.694126E-01 2.060188E+01  21.127633 245.518942 
  806203100063302 5.0819530 59.3008697   806     3    1 zr              233         230  239     236 2.065200E+01 9.100000E-02   1.506414E-06 1.128061E+00 2.099892E-01 2.101616E+01 1.187534E-01 2.059749E+01 1.560766E-01 1.970802E+01  21.153242 120.927382 
 1809211300075534 5.0693470 59.2981524  1809    11    3 zr                3           3    3       3 2.174300E+01 1.690000E-01   4.411133E-06 0.000000E+00 1.227763E-01 2.083097E+01 0.000000E+00 2.069541E+01 1.625863E-01 2.058587E+01  21.257333 193.669083 
  806303100082411 5.0821145 59.3009057   806     3    1 zi               24          21   28      24 2.011000E+01 8.200000E-02   9.563447E-07 1.185932E+00 1.482107E-01 2.039783E+01 8.100319E-02 2.005256E+01 1.012666E-01 1.979720E+01  21.342844 120.219307 
  806103100045173 5.0623030 59.3006865   806     3    1 zg               10          10   12      12 2.207000E+01 1.730000E-01   3.133349E-06 1.900488E+00 5.695801E-01 2.172904E+01 2.375097E-01 2.137361E+01 1.852850E-01 1.981044E+01  21.351039 237.310875 
  806103100040253 5.0820202 59.3008032   806     3    1 zg               55          54   59      58 2.138100E+01 8.900000E-02   2.266310E-06 1.176201E+00 2.273255E-01 2.171748E+01 1.380672E-01 2.120361E+01 1.740336E-01 2.028921E+01  21.382721 121.307480 
 1809111300050010 5.0725851 59.3098246  1809    11    3 zg                7           7    7       7 1.991800E+01 1.250000E-01   3.170294E-06 1.238326E+00 1.641267E-01 2.031791E+01 9.536934E-02 2.007414E+01 1.141820E-01 1.981742E+01  21.384712   2.487381 
 1809211300070171 5.0727284 59.3098249  1809    11    3 zr               31          31   32      32 1.902800E+01 1.340000E-01   1.585452E-06 1.652047E+00 1.542100E-01 1.955521E+01 7.126808E-02 1.933045E+01 6.395826E-02 1.891089E+01  21.398837   3.191607 
 1809211300066717 5.0820893 59.3008401  1809    11    3 zr               17          17   17      17 2.060200E+01 8.400000E-02   1.286960E-06 1.056627E+00 1.663162E-01 2.087067E+01 1.065655E-01 2.052171E+01 1.495267E-01 2.028761E+01  21.422925 120.827411 
  806203100060368 5.0725296 59.3098467   806     3    1 zr              265         262  276     273 1.904800E+01 1.180000E-01   2.331244E-06 2.232112E+00 1.742090E-01 1.974238E+01 1.027584E-01 1.934146E+01 6.825357E-02 1.849755E+01  21.460029   2.206150 
 1809111300050035 5.0622415 59.3006696  1809    11    3 zg                1           1    1       1 2.212200E+01 1.440000E-01   0.000000E+00 0.000000E+00         null 2.145872E+01 0.000000E+00 2.145872E+01 2.173924E-01 2.145872E+01  21.479027 237.337181 
  806103100042712 5.0613351 59.3015277   806     3    1 zg                9           9    9       9 2.273000E+01 2.730000E-01   4.422884E-06 2.288332E+00 3.491588E-01 2.221719E+01 3.232918E-01 2.176921E+01 2.094593E-01 2.128595E+01  21.500450 246.704986 
  806303100091340 5.0834909 59.3052748   806     3    1 zi               42          38   46      41 1.899400E+01 5.100000E-02   4.549673E-07 9.591014E-01 7.306675E-02 1.923589E+01 3.024006E-02 1.900084E+01 4.674575E-02 1.882854E+01  21.554334  76.622122 
 1809111300028635 5.0834864 59.3053340  1809    11    3 zg               20          20   21      21 2.108300E+01 8.500000E-02   1.249172E-06 1.185748E+00 2.302289E-01 2.142893E+01 1.437798E-01 2.092202E+01 1.797750E-01 2.053773E+01  21.596577  76.066953 
 1809211300061950 5.0835080 59.3052949  1809    11    3 zr               60          60   65      65 1.972200E+01 4.500000E-02   5.883603E-07 1.078351E+00 1.226927E-01 2.007179E+01 6.166458E-02 1.973701E+01 8.478122E-02 1.942612E+01  21.601729  76.454667 
  806103100042698 5.0834953 59.3053275   806     3    1 zg              118         114  138     133 2.120200E+01 1.250000E-01   1.360440E-06 1.075091E+00 2.211908E-01 2.146608E+01 1.205015E-01 2.104645E+01 1.661772E-01 2.011216E+01  21.606837  76.137616 
  806303100062063 5.0771014 59.3093211   806     3    1 zi                3           3    3       3 2.217000E+01 3.620000E-01   1.519773E-06 0.000000E+00 1.339531E-01 2.123107E+01 0.000000E+00 2.104744E+01 1.726766E-01 2.097031E+01  21.619955  25.262246 
  806203100056993 5.0835289 59.3053166   806     3    1 zr              668         660  712     702 1.975000E+01 4.400000E-02   7.645780E-07 1.071423E+00 1.147358E-01 2.015545E+01 6.527042E-02 1.973853E+01 9.031908E-02 1.937519E+01  21.657457  76.277519 
 1809211300070214 5.0602621 59.3042403  1809    11    3 zr                2           2    2       2 2.196500E+01 1.230000E-01   8.506961E-07 0.000000E+00 3.420396E-01 2.160086E+01 0.000000E+00 2.135900E+01 2.124790E-01 2.111715E+01  21.754749 273.328268 
  806103100040247 5.0602970 59.3028821   806     3    1 zg                2           2    2       2 2.256100E+01 2.240000E-01   5.415436E-06 0.000000E+00 9.123491E-01 2.168238E+01 0.000000E+00 2.103725E+01 1.640978E-01 2.039212E+01  21.956350 260.492903 
  806303100096356 5.0640952 59.2992965   806     3    1 zi                6           5    8       6 2.039100E+01 1.170000E-01   1.561437E-06 1.363904E+00 1.410383E-01 2.047831E+01 1.172056E-01 2.029051E+01 1.274056E-01 2.015219E+01  22.109164 221.590122 
  806203100066984 5.0687449 59.3098077   806     3    1 zr               42          41   45      44 2.051500E+01 9.100000E-02   2.364315E-06 1.399566E+00 3.199176E-01 2.096731E+01 1.377726E-01 2.047152E+01 1.459464E-01 1.952409E+01  22.167709 343.952279 
